row_number,transction_year,transction_month,listing_province_name_en,listing_province_name_th,listing_district_name_th,listing_district_name_en,project_propertytype_name_th,project_propertytype_name_en,total_listing,median_asking_price_sqm,day
993,2019,12,BANGKOK,กรุงเทพมหานคร,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,19,60128,2022-09-05
568,2022,1,BANGKOK,กรุงเทพมหานคร,ทุ่งครุ,THUNG KHRU,คอนโด,Condo,13,35762,2022-09-05
164,2019,9,BANGKOK,กรุงเทพมหานคร,บึงกุ่ม,BUENG KUM,คอนโด,Condo,34,54003,2022-09-05
809,2021,6,BANGKOK,กรุงเทพมหานคร,คลองสาน,KHLONG SAN,คอนโด,Condo,520,124161,2022-09-05
711,2021,7,PATHUM THANI,ปทุมธานี,คลองหลวง,KHLONG LUANG,คอนโด,Condo,35,82697,2022-09-05
1030,2019,11,BANGKOK,กรุงเทพมหานคร,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,196,73835,2022-09-05
1406,2022,1,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,คอนโด,Condo,234,64074,2022-09-05
1634,2020,4,BANGKOK,กรุงเทพมหานคร,คลองสาน,KHLONG SAN,คอนโด,Condo,33,113565,2022-09-05
611,2019,11,BANGKOK,กรุงเทพมหานคร,ธนบุรี,THON BURI,คอนโด,Condo,847,95758,2022-09-05
656,2019,4,BANGKOK,กรุงเทพมหานคร,บางเขน,BANG KHEN,คอนโด,Condo,32,66811,2022-09-05
1212,2021,8,BANGKOK,กรุงเทพมหานคร,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,110,77562,2022-09-05
194,2021,2,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,คอนโด,Condo,971,160537,2022-09-05
1396,2019,5,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,250,197172,2022-09-05
1937,2021,5,BANGKOK,กรุงเทพมหานคร,คลองสามวา,KHLONG SAM WA,ทาวน์โฮม,Townhome,11,22606,2022-09-05
2039,2020,12,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้าน,Detached House,14,25538,2022-09-05
669,2021,5,BANGKOK,กรุงเทพมหานคร,บางขุนเทียน,BANG KHUN THIAN,คอนโด,Condo,11,55425,2022-09-05
609,2021,1,NAKHON PATHOM,นครปฐม,พุทธมณฑล,PHUTTHAMONTHON,คอนโด,Condo,23,57545,2022-09-05
436,2021,6,SAMUT PRAKAN,สมุทรปราการ,พระประแดง,PHRA PRADAENG,คอนโด,Condo,18,91746,2022-09-05
1064,2021,7,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,601,87281,2022-09-05
967,2020,6,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,คอนโด,Condo,42,68098,2022-09-05
1308,2021,6,NAKHON PATHOM,นครปฐม,พุทธมณฑล,PHUTTHAMONTHON,คอนโด,Condo,11,59137,2022-09-05
1378,2019,2,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,51,104641,2022-09-05
430,2020,11,BANGKOK,กรุงเทพมหานคร,บึงกุ่ม,BUENG KUM,คอนโด,Condo,21,56423,2022-09-05
2106,2019,8,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,15,26120,2022-09-05
585,2021,6,BANGKOK,กรุงเทพมหานคร,พญาไท,PHAYA THAI,คอนโด,Condo,597,143356,2022-09-05
933,2020,7,BANGKOK,กรุงเทพมหานคร,บางพลัด,BANG PHLAT,คอนโด,Condo,23,74301,2022-09-05
2105,2021,11,PATHUM THANI,ปทุมธานี,ลำลูกกา,LAM LUK KA,ทาวน์โฮม,Townhome,23,19724,2022-09-05
730,2021,12,PATHUM THANI,ปทุมธานี,ธัญบุรี,THANYABURI,คอนโด,Condo,24,61930,2022-09-05
10,2020,12,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,คอนโด,Condo,152,60933,2022-09-05
821,2021,12,BANGKOK,กรุงเทพมหานคร,ยานนาวา,YAN NAWA,คอนโด,Condo,669,93826,2022-09-05
1858,2019,11,BANGKOK,กรุงเทพมหานคร,บางเขน,BANG KHEN,ทาวน์โฮม,Townhome,32,31947,2022-09-05
1932,2021,11,NONTHABURI,นนทบุรี,บางบัวทอง,BANG BUA THONG,บ้านแฝด,Twin house,12,20684,2022-09-05
1992,2021,9,PATHUM THANI,ปทุมธานี,ลำลูกกา,LAM LUK KA,บ้าน,Detached House,19,23333,2022-09-05
882,2022,2,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,372,143928,2022-09-05
1552,2022,2,BANGKOK,กรุงเทพมหานคร,คันนายาว,KHAN NA YAO,คอนโด,Condo,24,62751,2022-09-05
196,2021,6,PATHUM THANI,ปทุมธานี,คลองหลวง,KHLONG LUANG,คอนโด,Condo,42,76994,2022-09-05
858,2019,7,BANGKOK,กรุงเทพมหานคร,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,30,57139,2022-09-05
1503,2021,2,SAMUT PRAKAN,สมุทรปราการ,บางบ่อ,BANG BO,คอนโด,Condo,20,51102,2022-09-05
471,2021,9,BANGKOK,กรุงเทพมหานคร,สายไหม,SAI MAI,คอนโด,Condo,31,54560,2022-09-05
558,2020,2,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,67,154333,2022-09-05
946,2019,2,BANGKOK,กรุงเทพมหานคร,คลองสาน,KHLONG SAN,คอนโด,Condo,69,103093,2022-09-05
1742,2021,7,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,44,27068,2022-09-05
138,2021,5,BANGKOK,กรุงเทพมหานคร,สายไหม,SAI MAI,คอนโด,Condo,26,51699,2022-09-05
926,2021,6,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,คอนโด,Condo,253,63791,2022-09-05
1276,2021,1,BANGKOK,กรุงเทพมหานคร,ปทุมวัน,PATHUM WAN,คอนโด,Condo,470,183966,2022-09-05
932,2019,7,BANGKOK,กรุงเทพมหานคร,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,18,88758,2022-09-05
1771,2019,10,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,27,26221,2022-09-05
2174,2021,4,NONTHABURI,นนทบุรี,บางกรวย,BANG KRUAI,ทาวน์โฮม,Townhome,13,29339,2022-09-05
1241,2021,6,BANGKOK,กรุงเทพมหานคร,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,146,54851,2022-09-05
1121,2021,3,BANGKOK,กรุงเทพมหานคร,บางพลัด,BANG PHLAT,คอนโด,Condo,152,77722,2022-09-05
2041,2020,7,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,ทาวน์โฮม,Townhome,48,30650,2022-09-05
253,2021,4,BANGKOK,กรุงเทพมหานคร,พญาไท,PHAYA THAI,คอนโด,Condo,318,138059,2022-09-05
366,2021,6,BANGKOK,กรุงเทพมหานคร,หลักสี่,LAK SI,คอนโด,Condo,55,68033,2022-09-05
2031,2019,10,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,ทาวน์โฮม,Townhome,15,25910,2022-09-05
2104,2021,5,BANGKOK,กรุงเทพมหานคร,ประเวศ,PRAWET,ทาวน์โฮม,Townhome,18,36934,2022-09-05
691,2019,10,BANGKOK,กรุงเทพมหานคร,จอมทอง,CHOM THONG,คอนโด,Condo,214,81419,2022-09-05
1372,2020,5,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,66,68549,2022-09-05
776,2021,2,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,651,106801,2022-09-05
1804,2021,7,NONTHABURI,นนทบุรี,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,14,52261,2022-09-05
2197,2021,6,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้าน,Detached House,24,36215,2022-09-05
1147,2019,12,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,คอนโด,Condo,13,60484,2022-09-05
614,2019,8,BANGKOK,กรุงเทพมหานคร,ธนบุรี,THON BURI,คอนโด,Condo,60,91864,2022-09-05
1389,2019,4,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,165,125871,2022-09-05
344,2020,6,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,121,136557,2022-09-05
69,2021,8,SAMUT PRAKAN,สมุทรปราการ,บางเสาธง,BANG SAO THONG,คอนโด,Condo,14,49527,2022-09-05
158,2021,3,PATHUM THANI,ปทุมธานี,ธัญบุรี,THANYABURI,คอนโด,Condo,24,44858,2022-09-05
251,2020,10,BANGKOK,กรุงเทพมหานคร,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,45,68377,2022-09-05
651,2019,5,BANGKOK,กรุงเทพมหานคร,พญาไท,PHAYA THAI,คอนโด,Condo,78,119126,2022-09-05
415,2021,2,BANGKOK,กรุงเทพมหานคร,ตลิ่งชัน,TALING CHAN,คอนโด,Condo,12,62855,2022-09-05
1720,2022,1,BANGKOK,กรุงเทพมหานคร,ทวีวัฒนา,THAWI WATTHANA,คอนโด,Condo,12,199922,2022-09-05
1465,2020,5,BANGKOK,กรุงเทพมหานคร,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,13,79860,2022-09-05
1848,2019,11,BANGKOK,กรุงเทพมหานคร,ประเวศ,PRAWET,ทาวน์โฮม,Townhome,36,31207,2022-09-05
128,2020,5,BANGKOK,กรุงเทพมหานคร,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,30,127239,2022-09-05
1399,2020,8,NONTHABURI,นนทบุรี,บางบัวทอง,BANG BUA THONG,คอนโด,Condo,20,48141,2022-09-05
1044,2021,1,SAMUT PRAKAN,สมุทรปราการ,บางเสาธง,BANG SAO THONG,คอนโด,Condo,27,62843,2022-09-05
1249,2021,11,BANGKOK,กรุงเทพมหานคร,ปทุมวัน,PATHUM WAN,คอนโด,Condo,1317,199863,2022-09-05
1680,2020,12,BANGKOK,กรุงเทพมหานคร,ดอนเมือง,DON MUEANG,คอนโด,Condo,11,49346,2022-09-05
70,2020,11,BANGKOK,กรุงเทพมหานคร,ธนบุรี,THON BURI,คอนโด,Condo,132,92984,2022-09-05
2138,2020,4,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,ทาวน์โฮม,Townhome,23,26654,2022-09-05
1845,2019,11,BANGKOK,กรุงเทพมหานคร,ดอนเมือง,DON MUEANG,บ้าน,Detached House,18,36626,2022-09-05
1418,2020,10,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,135,104970,2022-09-05
493,2021,8,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,491,78757,2022-09-05
31,2021,11,BANGKOK,กรุงเทพมหานคร,บางซื่อ,BANG SUE,คอนโด,Condo,973,107077,2022-09-05
186,2021,2,BANGKOK,กรุงเทพมหานคร,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,144,70299,2022-09-05
1330,2020,7,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,64,66177,2022-09-05
903,2020,12,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,361,102656,2022-09-05
444,2021,12,BANGKOK,กรุงเทพมหานคร,บางพลัด,BANG PHLAT,คอนโด,Condo,256,81821,2022-09-05
806,2019,8,BANGKOK,กรุงเทพมหานคร,บึงกุ่ม,BUENG KUM,คอนโด,Condo,37,57937,2022-09-05
319,2020,10,BANGKOK,กรุงเทพมหานคร,บางขุนเทียน,BANG KHUN THIAN,คอนโด,Condo,15,54474,2022-09-05
1796,2022,1,BANGKOK,กรุงเทพมหานคร,สายไหม,SAI MAI,ทาวน์โฮม,Townhome,12,25452,2022-09-05
2184,2021,3,BANGKOK,กรุงเทพมหานคร,พระนคร,PHRA NAKHON,ทาวน์โฮม,Townhome,47,32672,2022-09-05
1332,2019,4,BANGKOK,กรุงเทพมหานคร,บางพลัด,BANG PHLAT,คอนโด,Condo,32,83905,2022-09-05
665,2019,6,BANGKOK,กรุงเทพมหานคร,บางแค,BANG KHAE,คอนโด,Condo,27,69863,2022-09-05
208,2021,6,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,3147,164684,2022-09-05
746,2019,8,PATHUM THANI,ปทุมธานี,คลองหลวง,KHLONG LUANG,คอนโด,Condo,25,61802,2022-09-05
799,2019,12,BANGKOK,กรุงเทพมหานคร,บางแค,BANG KHAE,คอนโด,Condo,15,65656,2022-09-05
198,2022,1,BANGKOK,กรุงเทพมหานคร,พระนคร,PHRA NAKHON,คอนโด,Condo,121,110288,2022-09-05
45,2019,11,BANGKOK,กรุงเทพมหานคร,ตลิ่งชัน,TALING CHAN,คอนโด,Condo,21,70548,2022-09-05
193,2020,12,PATHUM THANI,ปทุมธานี,ธัญบุรี,THANYABURI,คอนโด,Condo,11,46673,2022-09-05
1885,2019,9,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,บ้าน,Detached House,21,23103,2022-09-05
541,2021,5,SAMUT PRAKAN,สมุทรปราการ,บางบ่อ,BANG BO,คอนโด,Condo,29,50213,2022-09-05
1887,2020,12,BANGKOK,กรุงเทพมหานคร,บึงกุ่ม,BUENG KUM,ทาวน์โฮม,Townhome,20,38478,2022-09-05
802,2019,3,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,93,105755,2022-09-05
2099,2021,5,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,ทาวน์โฮม,Townhome,18,27432,2022-09-05
1844,2022,1,BANGKOK,กรุงเทพมหานคร,ลาดพร้าว,LAT PHRAO,ทาวน์โฮม,Townhome,28,38477,2022-09-05
447,2021,5,BANGKOK,กรุงเทพมหานคร,จอมทอง,CHOM THONG,คอนโด,Condo,238,84376,2022-09-05
952,2019,3,BANGKOK,กรุงเทพมหานคร,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,12,76675,2022-09-05
931,2019,7,BANGKOK,กรุงเทพมหานคร,บางเขน,BANG KHEN,คอนโด,Condo,48,77692,2022-09-05
1934,2022,1,BANGKOK,กรุงเทพมหานคร,ลาดกระบัง,LAT KRABANG,ทาวน์โฮม,Townhome,12,20068,2022-09-05
708,2019,8,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,182,73828,2022-09-05
592,2019,1,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,คอนโด,Condo,41,79815,2022-09-05
1346,2021,10,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,480,84273,2022-09-05
1095,2021,1,BANGKOK,กรุงเทพมหานคร,พญาไท,PHAYA THAI,คอนโด,Condo,425,136546,2022-09-05
529,2019,11,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,คอนโด,Condo,768,69656,2022-09-05
508,2019,3,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,117,72923,2022-09-05
511,2021,9,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,3288,151565,2022-09-05
1605,2019,10,BANGKOK,กรุงเทพมหานคร,คันนายาว,KHAN NA YAO,คอนโด,Condo,34,57849,2022-09-05
876,2019,3,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,43,65672,2022-09-05
1565,2019,1,BANGKOK,กรุงเทพมหานคร,ปทุมวัน,PATHUM WAN,คอนโด,Condo,41,158953,2022-09-05
2015,2021,2,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,18,30486,2022-09-05
1597,2020,10,PATHUM THANI,ปทุมธานี,คลองหลวง,KHLONG LUANG,คอนโด,Condo,25,59712,2022-09-05
