row_number,transction_year,transction_month,listing_province_name_en,listing_province_name_th,listing_district_name_th,listing_district_name_en,project_propertytype_name_th,project_propertytype_name_en,total_listing,median_asking_price_sqm,day
1094,2019,4,BANGKOK,กรุงเทพมหานคร,ยานนาวา,YAN NAWA,คอนโด,Condo,36,79612,2022-09-05
2205,2021,7,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,บ้าน,Detached House,32,33235,2022-09-05
1060,2020,9,BANGKOK,กรุงเทพมหานคร,ยานนาวา,YAN NAWA,คอนโด,Condo,60,74874,2022-09-05
710,2019,3,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,188,131447,2022-09-05
268,2021,6,BANGKOK,กรุงเทพมหานคร,บางซื่อ,BANG SUE,คอนโด,Condo,381,93325,2022-09-05
790,2021,9,BANGKOK,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,POM PRAP SATTRU PHAI,คอนโด,Condo,16,161650,2022-09-05
1968,2021,12,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,30,26069,2022-09-05
1618,2021,10,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,คอนโด,Condo,393,67596,2022-09-05
474,2021,1,BANGKOK,กรุงเทพมหานคร,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,71,87899,2022-09-05
252,2019,11,BANGKOK,กรุงเทพมหานคร,หลักสี่,LAK SI,คอนโด,Condo,72,61477,2022-09-05
384,2022,2,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,139,57608,2022-09-05
1688,2022,2,BANGKOK,กรุงเทพมหานคร,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,36,63213,2022-09-05
1928,2022,1,PATHUM THANI,ปทุมธานี,เมืองปทุมธานี,MUEANG PATHUM THANI,บ้าน,Detached House,12,24711,2022-09-05
1156,2020,10,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,คอนโด,Condo,74,57082,2022-09-05
1341,2019,6,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,106,65874,2022-09-05
692,2020,9,BANGKOK,กรุงเทพมหานคร,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,25,85751,2022-09-05
95,2019,7,BANGKOK,กรุงเทพมหานคร,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,16,77623,2022-09-05
1607,2020,10,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,106,65206,2022-09-05
1777,2019,9,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,32,27201,2022-09-05
523,2021,5,BANGKOK,กรุงเทพมหานคร,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,88,91785,2022-09-05
551,2019,9,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,552,103277,2022-09-05
509,2020,7,BANGKOK,กรุงเทพมหานคร,บางซื่อ,BANG SUE,คอนโด,Condo,86,89601,2022-09-05
1706,2020,1,BANGKOK,กรุงเทพมหานคร,บึงกุ่ม,BUENG KUM,คอนโด,Condo,12,55224,2022-09-05
1957,2019,11,PATHUM THANI,ปทุมธานี,ธัญบุรี,THANYABURI,บ้าน,Detached House,17,18209,2022-09-05
335,2021,5,BANGKOK,กรุงเทพมหานคร,บางแค,BANG KHAE,คอนโด,Condo,70,66061,2022-09-05
1748,2021,10,BANGKOK,กรุงเทพมหานคร,ลาดพร้าว,LAT PHRAO,ทาวน์โฮม,Townhome,32,44719,2022-09-05
293,2020,8,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,คอนโด,Condo,653,105146,2022-09-05
709,2020,4,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,60,153130,2022-09-05
1065,2020,6,BANGKOK,กรุงเทพมหานคร,บางเขน,BANG KHEN,คอนโด,Condo,36,51406,2022-09-05
754,2021,7,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,1384,157338,2022-09-05
1187,2019,11,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,666,74441,2022-09-05
1519,2020,8,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,110,67456,2022-09-05
220,2021,3,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,2385,155813,2022-09-05
1702,2019,2,BANGKOK,กรุงเทพมหานคร,บึงกุ่ม,BUENG KUM,คอนโด,Condo,12,84456,2022-09-05
1891,2019,11,BANGKOK,กรุงเทพมหานคร,ดอนเมือง,DON MUEANG,ทาวน์โฮม,Townhome,22,26067,2022-09-05
2198,2021,1,BANGKOK,กรุงเทพมหานคร,ประเวศ,PRAWET,ทาวน์โฮม,Townhome,19,29919,2022-09-05
1516,2020,7,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,106,63059,2022-09-05
1569,2020,3,BANGKOK,กรุงเทพมหานคร,บึงกุ่ม,BUENG KUM,คอนโด,Condo,27,50906,2022-09-05
1260,2021,11,BANGKOK,กรุงเทพมหานคร,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,182,84969,2022-09-05
1157,2020,1,BANGKOK,กรุงเทพมหานคร,หลักสี่,LAK SI,คอนโด,Condo,27,66848,2022-09-05
2019,2021,7,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,ทาวน์โฮม,Townhome,30,33163,2022-09-05
2028,2021,8,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,บ้าน,Detached House,26,29680,2022-09-05
2204,2021,2,BANGKOK,กรุงเทพมหานคร,ประเวศ,PRAWET,ทาวน์โฮม,Townhome,11,31105,2022-09-05
34,2019,11,BANGKOK,กรุงเทพมหานคร,ปทุมวัน,PATHUM WAN,คอนโด,Condo,1347,185508,2022-09-05
664,2022,1,BANGKOK,กรุงเทพมหานคร,สายไหม,SAI MAI,คอนโด,Condo,23,68693,2022-09-05
556,2020,1,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,57,165138,2022-09-05
1398,2020,6,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,คอนโด,Condo,27,50966,2022-09-05
666,2019,1,BANGKOK,กรุงเทพมหานคร,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,12,45837,2022-09-05
9,2019,10,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,3357,151414,2022-09-05
156,2021,4,BANGKOK,กรุงเทพมหานคร,บึงกุ่ม,BUENG KUM,คอนโด,Condo,73,53964,2022-09-05
813,2019,7,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,128,93609,2022-09-05
281,2021,2,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,คอนโด,Condo,113,62087,2022-09-05
2172,2019,11,PATHUM THANI,ปทุมธานี,เมืองปทุมธานี,MUEANG PATHUM THANI,บ้าน,Detached House,32,32321,2022-09-05
1561,2021,10,BANGKOK,กรุงเทพมหานคร,บางแค,BANG KHAE,คอนโด,Condo,78,83567,2022-09-05
244,2021,6,BANGKOK,กรุงเทพมหานคร,พระนคร,PHRA NAKHON,คอนโด,Condo,139,80863,2022-09-05
1210,2021,8,BANGKOK,กรุงเทพมหานคร,ประเวศ,PRAWET,คอนโด,Condo,180,57864,2022-09-05
750,2020,10,BANGKOK,กรุงเทพมหานคร,ดอนเมือง,DON MUEANG,คอนโด,Condo,11,51152,2022-09-05
1074,2021,8,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,753,92469,2022-09-05
1939,2019,11,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,ทาวน์โฮม,Townhome,20,48702,2022-09-05
48,2021,12,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,คอนโด,Condo,473,70777,2022-09-05
1629,2022,2,BANGKOK,กรุงเทพมหานคร,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,15,93159,2022-09-05
1645,2020,5,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,คอนโด,Condo,28,59182,2022-09-05
370,2021,12,BANGKOK,กรุงเทพมหานคร,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,154,70522,2022-09-05
1008,2021,9,BANGKOK,กรุงเทพมหานคร,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,248,70395,2022-09-05
1377,2021,2,BANGKOK,กรุงเทพมหานคร,หลักสี่,LAK SI,คอนโด,Condo,38,65999,2022-09-05
1353,2022,2,BANGKOK,กรุงเทพมหานคร,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,19,76201,2022-09-05
144,2019,4,BANGKOK,กรุงเทพมหานคร,ปทุมวัน,PATHUM WAN,คอนโด,Condo,74,164804,2022-09-05
761,2021,11,NONTHABURI,นนทบุรี,บางกรวย,BANG KRUAI,คอนโด,Condo,12,53239,2022-09-05
1821,2021,8,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,ทาวน์โฮม,Townhome,21,25921,2022-09-05
569,2020,7,BANGKOK,กรุงเทพมหานคร,ธนบุรี,THON BURI,คอนโด,Condo,53,82922,2022-09-05
2153,2020,11,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,บ้าน,Detached House,15,29856,2022-09-05
1875,2021,6,PATHUM THANI,ปทุมธานี,ลำลูกกา,LAM LUK KA,บ้าน,Detached House,15,24781,2022-09-05
219,2020,7,BANGKOK,กรุงเทพมหานคร,จอมทอง,CHOM THONG,คอนโด,Condo,31,77294,2022-09-05
1686,2021,8,SAMUT PRAKAN,สมุทรปราการ,บางบ่อ,BANG BO,คอนโด,Condo,26,66606,2022-09-05
305,2020,9,BANGKOK,กรุงเทพมหานคร,จอมทอง,CHOM THONG,คอนโด,Condo,53,78633,2022-09-05
2093,2019,11,NONTHABURI,นนทบุรี,บางกรวย,BANG KRUAI,บ้าน,Detached House,54,29497,2022-09-05
1043,2021,1,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,311,71124,2022-09-05
1258,2020,10,BANGKOK,กรุงเทพมหานคร,คันนายาว,KHAN NA YAO,คอนโด,Condo,21,60287,2022-09-05
905,2021,9,BANGKOK,กรุงเทพมหานคร,ประเวศ,PRAWET,คอนโด,Condo,195,65526,2022-09-05
1485,2022,1,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,2499,165055,2022-09-05
929,2020,4,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,152,154150,2022-09-05
2210,2021,7,NONTHABURI,นนทบุรี,บางกรวย,BANG KRUAI,ทาวน์โฮม,Townhome,15,29406,2022-09-05
1263,2020,4,BANGKOK,กรุงเทพมหานคร,ธนบุรี,THON BURI,คอนโด,Condo,35,82306,2022-09-05
1518,2020,4,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,40,73866,2022-09-05
1760,2021,5,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,บ้าน,Detached House,34,27960,2022-09-05
1051,2022,1,BANGKOK,กรุงเทพมหานคร,ปทุมวัน,PATHUM WAN,คอนโด,Condo,676,199321,2022-09-05
1969,2019,9,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,45,46447,2022-09-05
1687,2022,1,NONTHABURI,นนทบุรี,บางบัวทอง,BANG BUA THONG,คอนโด,Condo,39,52997,2022-09-05
434,2021,7,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,คอนโด,Condo,151,59748,2022-09-05
205,2022,1,PATHUM THANI,ปทุมธานี,คลองหลวง,KHLONG LUANG,คอนโด,Condo,84,67103,2022-09-05
473,2019,12,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,59,75607,2022-09-05
372,2020,9,BANGKOK,กรุงเทพมหานคร,ดอนเมือง,DON MUEANG,คอนโด,Condo,18,56515,2022-09-05
1277,2019,10,BANGKOK,กรุงเทพมหานคร,คลองสาน,KHLONG SAN,คอนโด,Condo,626,122246,2022-09-05
1115,2019,11,BANGKOK,กรุงเทพมหานคร,ทุ่งครุ,THUNG KHRU,คอนโด,Condo,47,46110,2022-09-05
178,2019,5,BANGKOK,กรุงเทพมหานคร,บางซื่อ,BANG SUE,คอนโด,Condo,62,102644,2022-09-05
1693,2021,9,PATHUM THANI,ปทุมธานี,คลองหลวง,KHLONG LUANG,คอนโด,Condo,35,64613,2022-09-05
1528,2021,9,NONTHABURI,นนทบุรี,บางบัวทอง,BANG BUA THONG,คอนโด,Condo,43,52442,2022-09-05
1581,2022,1,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,คอนโด,Condo,383,69818,2022-09-05
1150,2021,9,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,2326,108150,2022-09-05
1767,2019,10,BANGKOK,กรุงเทพมหานคร,พระนคร,PHRA NAKHON,บ้าน,Detached House,16,34393,2022-09-05
717,2021,10,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,คอนโด,Condo,263,78889,2022-09-05
481,2021,4,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,คอนโด,Condo,76,63220,2022-09-05
1482,2020,10,NONTHABURI,นนทบุรี,บางบัวทอง,BANG BUA THONG,คอนโด,Condo,20,52468,2022-09-05
27,2022,2,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,520,100302,2022-09-05
2171,2022,1,BANGKOK,กรุงเทพมหานคร,พระนคร,PHRA NAKHON,ทาวน์โฮม,Townhome,73,28978,2022-09-05
598,2022,1,BANGKOK,กรุงเทพมหานคร,ยานนาวา,YAN NAWA,คอนโด,Condo,601,95821,2022-09-05
1943,2021,11,NONTHABURI,นนทบุรี,บางใหญ่,BANG YAI,ทาวน์โฮม,Townhome,18,27442,2022-09-05
1536,2021,6,BANGKOK,กรุงเทพมหานคร,บางขุนเทียน,BANG KHUN THIAN,คอนโด,Condo,30,58087,2022-09-05
805,2019,5,BANGKOK,กรุงเทพมหานคร,ยานนาวา,YAN NAWA,คอนโด,Condo,67,83973,2022-09-05
1631,2019,7,BANGKOK,กรุงเทพมหานคร,บางพลัด,BANG PHLAT,คอนโด,Condo,41,76847,2022-09-05
157,2019,10,SAMUT PRAKAN,สมุทรปราการ,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,คอนโด,Condo,15,26961,2022-09-05
783,2021,3,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,คอนโด,Condo,113,58847,2022-09-05
1602,2022,2,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,417,99481,2022-09-05
1752,2019,11,BANGKOK,กรุงเทพมหานคร,หนองแขม,NONG KHAEM,ทาวน์โฮม,Townhome,13,29100,2022-09-05
1158,2019,4,BANGKOK,กรุงเทพมหานคร,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,23,65027,2022-09-05
753,2021,8,BANGKOK,กรุงเทพมหานคร,มีนบุรี,MIN BURI,คอนโด,Condo,29,91344,2022-09-05
603,2019,10,PATHUM THANI,ปทุมธานี,คลองหลวง,KHLONG LUANG,คอนโด,Condo,41,70957,2022-09-05
768,2019,2,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,105,159712,2022-09-05
716,2019,11,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,คอนโด,Condo,2378,151805,2022-09-05
1924,2021,4,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,50,34902,2022-09-05
919,2020,10,BANGKOK,กรุงเทพมหานคร,คลองสาน,KHLONG SAN,คอนโด,Condo,111,114220,2022-09-05
720,2020,9,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,93,84584,2022-09-05
397,2019,10,BANGKOK,กรุงเทพมหานคร,ตลิ่งชัน,TALING CHAN,คอนโด,Condo,11,65863,2022-09-05
995,2022,1,BANGKOK,กรุงเทพมหานคร,พญาไท,PHAYA THAI,คอนโด,Condo,538,144477,2022-09-05
392,2020,9,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,194,108438,2022-09-05
2121,2021,2,NONTHABURI,นนทบุรี,บางใหญ่,BANG YAI,บ้าน,Detached House,17,26583,2022-09-05
134,2020,6,BANGKOK,กรุงเทพมหานคร,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,18,59000,2022-09-05
1511,2021,3,BANGKOK,กรุงเทพมหานคร,ตลิ่งชัน,TALING CHAN,คอนโด,Condo,14,71027,2022-09-05
502,2021,1,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,650,69970,2022-09-05
488,2021,5,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,2598,157005,2022-09-05
855,2019,5,BANGKOK,กรุงเทพมหานคร,ประเวศ,PRAWET,คอนโด,Condo,22,78581,2022-09-05
1477,2021,3,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,713,106936,2022-09-05
6,2020,12,BANGKOK,กรุงเทพมหานคร,คันนายาว,KHAN NA YAO,คอนโด,Condo,37,67719,2022-09-05
1839,2021,2,PATHUM THANI,ปทุมธานี,ลำลูกกา,LAM LUK KA,บ้าน,Detached House,16,26795,2022-09-05
1540,2019,10,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,406,64824,2022-09-05
1010,2019,5,BANGKOK,กรุงเทพมหานคร,สาทร,SATHON,คอนโด,Condo,77,129882,2022-09-05
1961,2022,1,NONTHABURI,นนทบุรี,บางใหญ่,BANG YAI,ทาวน์โฮม,Townhome,16,33961,2022-09-05
321,2019,1,BANGKOK,กรุงเทพมหานคร,คลองสาน,KHLONG SAN,คอนโด,Condo,43,127663,2022-09-05
460,2020,3,BANGKOK,กรุงเทพมหานคร,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,22,55831,2022-09-05
2100,2021,11,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,ทาวน์โฮม,Townhome,48,27219,2022-09-05
602,2019,6,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,คอนโด,Condo,109,74096,2022-09-05
1899,2020,8,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,ทาวน์โฮม,Townhome,42,29058,2022-09-05
129,2021,11,BANGKOK,กรุงเทพมหานคร,ยานนาวา,YAN NAWA,คอนโด,Condo,1102,89402,2022-09-05
1003,2021,12,BANGKOK,กรุงเทพมหานคร,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,229,75707,2022-09-05
1975,2021,7,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,บ้าน,Detached House,12,66474,2022-09-05
1890,2020,12,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,24,26745,2022-09-05
1583,2020,10,BANGKOK,กรุงเทพมหานคร,คลองสามวา,KHLONG SAM WA,คอนโด,Condo,16,24307,2022-09-05
601,2020,10,BANGKOK,กรุงเทพมหานคร,บึงกุ่ม,BUENG KUM,คอนโด,Condo,39,53062,2022-09-05
1479,2021,10,BANGKOK,กรุงเทพมหานคร,บางเขน,BANG KHEN,คอนโด,Condo,200,69007,2022-09-05
1735,2021,2,BANGKOK,กรุงเทพมหานคร,วังทองหลาง,WANG THONGLANG,ทาวน์โฮม,Townhome,12,66561,2022-09-05
838,2020,1,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,คอนโด,Condo,25,53542,2022-09-05
1289,2020,3,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,347,102603,2022-09-05
991,2020,8,BANGKOK,กรุงเทพมหานคร,พญาไท,PHAYA THAI,คอนโด,Condo,99,139594,2022-09-05
1877,2021,2,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,บ้าน,Detached House,22,29542,2022-09-05
1570,2021,1,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,667,86690,2022-09-05
752,2019,4,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,301,245146,2022-09-05
371,2019,4,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,คอนโด,Condo,26,71277,2022-09-05
2111,2021,2,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,ทาวน์โฮม,Townhome,23,49641,2022-09-05
323,2019,10,BANGKOK,กรุงเทพมหานคร,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,76,70172,2022-09-05
629,2021,10,BANGKOK,กรุงเทพมหานคร,สายไหม,SAI MAI,คอนโด,Condo,12,47820,2022-09-05
645,2021,4,BANGKOK,กรุงเทพมหานคร,บางขุนเทียน,BANG KHUN THIAN,คอนโด,Condo,18,60155,2022-09-05
1097,2019,11,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,1096,108890,2022-09-05
916,2021,1,BANGKOK,กรุงเทพมหานคร,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,69,61750,2022-09-05
766,2020,10,BANGKOK,กรุงเทพมหานคร,สาทร,SATHON,คอนโด,Condo,104,125865,2022-09-05
86,2021,4,SAMUT PRAKAN,สมุทรปราการ,บางบ่อ,BANG BO,คอนโด,Condo,21,49776,2022-09-05
331,2021,5,BANGKOK,กรุงเทพมหานคร,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,99,53355,2022-09-05
1128,2022,2,BANGKOK,กรุงเทพมหานคร,ประเวศ,PRAWET,คอนโด,Condo,65,53440,2022-09-05
1431,2021,1,BANGKOK,กรุงเทพมหานคร,ดอนเมือง,DON MUEANG,คอนโด,Condo,15,45450,2022-09-05
185,2020,1,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,85,72529,2022-09-05
2064,2021,4,NONTHABURI,นนทบุรี,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,14,23884,2022-09-05
1005,2020,10,BANGKOK,กรุงเทพมหานคร,บางพลัด,BANG PHLAT,คอนโด,Condo,69,75418,2022-09-05
1740,2021,8,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้าน,Detached House,15,92139,2022-09-05
2177,2019,11,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,ทาวน์โฮม,Townhome,22,28448,2022-09-05
640,2021,5,PATHUM THANI,ปทุมธานี,ลำลูกกา,LAM LUK KA,คอนโด,Condo,14,53995,2022-09-05
507,2020,8,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,คอนโด,Condo,101,64648,2022-09-05
2161,2020,12,NONTHABURI,นนทบุรี,บางกรวย,BANG KRUAI,ทาวน์โฮม,Townhome,13,32811,2022-09-05
221,2021,1,BANGKOK,กรุงเทพมหานคร,ธนบุรี,THON BURI,คอนโด,Condo,302,90795,2022-09-05
1238,2019,11,BANGKOK,กรุงเทพมหานคร,ดอนเมือง,DON MUEANG,คอนโด,Condo,37,61450,2022-09-05
1243,2021,3,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,297,76228,2022-09-05
895,2021,1,BANGKOK,กรุงเทพมหานคร,จอมทอง,CHOM THONG,คอนโด,Condo,133,80113,2022-09-05
63,2021,2,PATHUM THANI,ปทุมธานี,คลองหลวง,KHLONG LUANG,คอนโด,Condo,57,66966,2022-09-05
1322,2021,2,BANGKOK,กรุงเทพมหานคร,ดอนเมือง,DON MUEANG,คอนโด,Condo,17,58469,2022-09-05
1522,2021,1,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,502,109237,2022-09-05
989,2021,11,BANGKOK,กรุงเทพมหานคร,สายไหม,SAI MAI,คอนโด,Condo,54,51831,2022-09-05
2068,2021,1,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้าน,Detached House,14,30898,2022-09-05
310,2021,7,BANGKOK,กรุงเทพมหานคร,บางพลัด,BANG PHLAT,คอนโด,Condo,171,79944,2022-09-05
467,2021,8,BANGKOK,กรุงเทพมหานคร,บึงกุ่ม,BUENG KUM,คอนโด,Condo,97,70966,2022-09-05
2169,2021,9,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,ทาวน์โฮม,Townhome,22,30701,2022-09-05
798,2021,3,BANGKOK,กรุงเทพมหานคร,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,154,68992,2022-09-05
715,2019,10,NONTHABURI,นนทบุรี,บางใหญ่,BANG YAI,คอนโด,Condo,12,74522,2022-09-05
312,2022,1,BANGKOK,กรุงเทพมหานคร,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,89,61880,2022-09-05
85,2021,9,PATHUM THANI,ปทุมธานี,หนองเสือ,NONG SUEA,คอนโด,Condo,19,262299,2022-09-05
14,2019,4,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,261,143315,2022-09-05
1592,2021,8,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,คอนโด,Condo,186,84009,2022-09-05
1111,2020,11,BANGKOK,กรุงเทพมหานคร,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,19,63377,2022-09-05
973,2021,12,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,510,76986,2022-09-05
223,2021,9,BANGKOK,กรุงเทพมหานคร,บางซื่อ,BANG SUE,คอนโด,Condo,539,96673,2022-09-05
2074,2021,11,BANGKOK,กรุงเทพมหานคร,ลาดพร้าว,LAT PHRAO,ทาวน์โฮม,Townhome,30,43314,2022-09-05
353,2019,1,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,27,66436,2022-09-05
688,2020,12,SAMUT PRAKAN,สมุทรปราการ,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,คอนโด,Condo,13,26200,2022-09-05
1392,2019,1,BANGKOK,กรุงเทพมหานคร,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,12,60506,2022-09-05
446,2021,6,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,453,68789,2022-09-05
1023,2020,9,BANGKOK,กรุงเทพมหานคร,บางขุนเทียน,BANG KHUN THIAN,คอนโด,Condo,11,56842,2022-09-05
441,2020,12,SAMUT PRAKAN,สมุทรปราการ,พระประแดง,PHRA PRADAENG,คอนโด,Condo,24,76564,2022-09-05
957,2022,1,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,714,74839,2022-09-05
266,2021,9,BANGKOK,กรุงเทพมหานคร,บางแค,BANG KHAE,คอนโด,Condo,133,81316,2022-09-05
